pacote,classe,metodo,descritor,assinatura,linha,instr_cobertas,instr_perdidas,pct_instr,linhas_cobertas,linhas_perdidas,pct_linhas,ramos_cobertos,ramos_perdidos,pct_ramos,coberto,origem
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.Selectors,$,(Ljava/lang/String;)Lus/codecraft/webmagic/selector/CssSelector;,$(java.lang.String) -> us.codecraft.webmagic.selector.CssSelector,28,5,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.Selectors,$,(Ljava/lang/String;Ljava/lang/String;)Lus/codecraft/webmagic/selector/CssSelector;,"$(java.lang.String, java.lang.String) -> us.codecraft.webmagic.selector.CssSelector",32,6,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.Selectors,and,([Lus/codecraft/webmagic/selector/Selector;)Lus/codecraft/webmagic/selector/AndSelector;,and(us.codecraft.webmagic.selector.Selector[]) -> us.codecraft.webmagic.selector.AndSelector,50,5,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.Selectors,or,([Lus/codecraft/webmagic/selector/Selector;)Lus/codecraft/webmagic/selector/OrSelector;,or(us.codecraft.webmagic.selector.Selector[]) -> us.codecraft.webmagic.selector.OrSelector,54,5,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.Selectors,regex,(Ljava/lang/String;)Lus/codecraft/webmagic/selector/RegexSelector;,regex(java.lang.String) -> us.codecraft.webmagic.selector.RegexSelector,12,5,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.Selectors,regex,(Ljava/lang/String;I)Lus/codecraft/webmagic/selector/RegexSelector;,"regex(java.lang.String, int) -> us.codecraft.webmagic.selector.RegexSelector",16,6,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.Selectors,xpath,(Ljava/lang/String;)Lus/codecraft/webmagic/selector/XpathSelector;,xpath(java.lang.String) -> us.codecraft.webmagic.selector.XpathSelector,36,5,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.XpathSelector,<init>,(Ljava/lang/String;)V,<init>(java.lang.String) -> void,20,7,0,100.00,3,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.XpathSelector,hasAttribute,()Z,hasAttribute() -> boolean,50,4,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.XpathSelector,select,(Lorg/jsoup/nodes/Element;)Ljava/lang/String;,select(org.jsoup.nodes.Element) -> java.lang.String,26,6,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.XpathSelector,selectElements,(Lorg/jsoup/nodes/Element;)Ljava/util/List;,selectElements(org.jsoup.nodes.Element) -> java.util.List,45,6,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.selector,us.codecraft.webmagic.selector.XpathSelector,selectList,(Lorg/jsoup/nodes/Element;)Ljava/util/List;,selectList(org.jsoup.nodes.Element) -> java.util.List,31,6,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.thread,us.codecraft.webmagic.thread.CountableThreadPool,<init>,(I)V,<init>(int) -> void,23,25,0,100.00,7,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.BaseSelectorUtils,preParse,(Ljava/lang/String;)Ljava/lang/String;,preParse(java.lang.String) -> java.lang.String,16,18,11,62.07,3,1,75.00,4,8,33.33,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.CharsetUtils,<clinit>,()V,<clinit>() -> void,22,4,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.CharsetUtils,detectCharset,(Ljava/lang/String;[B)Ljava/lang/String;,"detectCharset(java.lang.String, byte[]) -> java.lang.String",32,77,7,91.67,18,4,81.82,6,6,50.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.FilePersistentBase,<clinit>,()V,<clinit>() -> void,15,11,0,100.00,5,0,100.00,1,1,50.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.FilePersistentBase,<init>,()V,<init>() -> void,11,3,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.FilePersistentBase,checkAndMakeParentDirecotry,(Ljava/lang/String;)V,checkAndMakeParentDirecotry(java.lang.String) -> void,37,23,0,100.00,7,0,100.00,2,2,50.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.FilePersistentBase,getFile,(Ljava/lang/String;)Ljava/io/File;,getFile(java.lang.String) -> java.io.File,32,8,0,100.00,2,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.FilePersistentBase,setPath,(Ljava/lang/String;)V,setPath(java.lang.String) -> void,25,8,4,66.67,3,1,75.00,1,1,50.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.HttpClientUtils,convertHeaders,([Lorg/apache/http/Header;)Ljava/util/Map;,convertHeaders(org.apache.http.Header[]) -> java.util.Map,17,45,0,100.00,8,0,100.00,4,0,100.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.NumberUtils,compareLong,(JJ)I,"compareLong(long, long) -> int",9,4,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.UrlUtils,<clinit>,()V,<clinit>() -> void,76,8,0,100.00,2,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.UrlUtils,canonicalizeUrl,(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,"canonicalizeUrl(java.lang.String, java.lang.String) -> java.lang.String",36,19,17,52.78,5,6,45.45,1,1,50.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.UrlUtils,fixIllegalCharacterInUrl,(Ljava/lang/String;)Ljava/lang/String;,fixIllegalCharacterInUrl(java.lang.String) -> java.lang.String,64,8,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.UrlUtils,getCharset,(Ljava/lang/String;)Ljava/lang/String;,getCharset(java.lang.String) -> java.lang.String,119,22,0,100.00,8,0,100.00,5,1,83.33,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.UrlUtils,getDomain,(Ljava/lang/String;)Ljava/lang/String;,getDomain(java.lang.String) -> java.lang.String,83,18,0,100.00,5,0,100.00,2,0,100.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.UrlUtils,removePort,(Ljava/lang/String;)Ljava/lang/String;,removePort(java.lang.String) -> java.lang.String,92,14,0,100.00,4,0,100.00,2,0,100.00,sim,desconhecido
us.codecraft.webmagic.utils,us.codecraft.webmagic.utils.UrlUtils,removeProtocol,(Ljava/lang/String;)Ljava/lang/String;,removeProtocol(java.lang.String) -> java.lang.String,79,6,0,100.00,1,0,100.00,0,0,0.00,sim,desconhecido
